41.32389,16.28500
43.582699,21.326460
35.6839,139.7744
-23.5504,-46.6339
19.4333,-99.1333
40.76805,-73.98135
-34.5997,-58.3819
34.1139,-118.4068
-22.9083,-43.1964
51.5072,-0.1275
42.9836,-81.2497
48.8566,2.3522
35.1167,136.9333
40.741,-84.1121
41.8373,-87.6862
22.3069,114.1831
-33.452464,-70.685079
25.7839,-80.2102
40.4167,-3.7167
32.7936,-96.7662
40.0077,-75.1339
29.7863,-95.3889
33.7627,-84.4224
20.6767,-103.3475
40.6337,-3.1674
43.7417,-79.3733
38.9047,-77.0163
54.9,-1.52
1.3,103.8
-19.9281,-43.9419
38.8185,-77.0861
31.2923,-92.4702
-33.865,151.2094
41.3825,2.1769
42.3188,-71.0846
-37.8136,144.9631
28.1085,-80.6627
-26.2044,28.0416
33.5722,-112.0891
47.6211,-122.3244
52.5167,13.3833
37.7562,-122.443
45.5089,-73.5617
42.3834,-83.1024
32.8312,-117.1225
28.4667,-16.25
36.9789,-122.0346
-15.7939,-47.8828
44.9635,-93.2678
27.9942,-82.4451
-12.9708,-38.5108
39.7621,-104.8759
41.8931,12.4828
34.2661,-85.1862
24.1422,-110.3108
24.15,120.6667
25.0478,121.5319
-3.7275,-38.5275
-27.4678,153.0281
33.6,130.4167
49.25,-123.1
45.6366,-122.5967
40.7498,-73.7976
33.9381,-117.3948
39.3051,-76.6144
36.2333,-115.2654
45.5372,-122.65
43.6773,-70.2715
29.4658,-98.5253
-31.9522,115.8589
38.6358,-90.2451
43.0621,141.3544
32.525,-117.0333
48.2083,16.3725
38.5667,-121.4683
44.4,26.0833
-25.4297,-49.2719
53.55,10.0
28.4772,-81.3369
-3.1,-60.0167
52.23,21.0111
7.0667,125.6
50.8353,4.3314
47.4983,19.0408
41.4767,-81.6804
35.1817,-84.8707
40.4396,-79.9762
30.3004,-97.7522
39.1413,-84.5061
-8.0539,-34.8808
39.1239,-94.5541
39.1234,-94.7443
40.7834,-73.9662
39.1886,-96.6046
39.7771,-86.1458
19.0333,-98.1833
39.2093,-85.9183
39.9862,-82.985
32.51,-84.8771
35.208,-80.8304
48.1375,11.575
-30.0328,-51.23
39.47,-0.3764
-16.6806,-49.2564
44.8167,20.4667
45.4669,9.19
43.0642,-87.9673
-36.85,174.7833
50.0833,14.4167
37.8845,-4.7796
-34.9275,138.6
42.6979,23.3217
51.05,-114.0667
41.823,-71.4187
34.4,132.45
-32.9575,-60.6394
30.3322,-81.6749
34.7288,-77.3941
52.48,-1.9025
33.5277,-86.7987
25.6667,-100.3
40.7777,-111.9306
55.6805,12.5615
50.9422,6.9578
36.1715,-86.7843
37.5295,-77.4756
37.9477,-122.339
49.1667,-123.1333
-2.53,-44.3028
35.1046,-89.9773
53.5344,-113.4903
38.2683,140.8694
36.8008,10.18
32.6633,-115.4678
35.8325,-78.6435
37.6,-0.9819
-9.6658,-35.735
30.0687,-89.9288
38.1663,-85.6485
45.4247,-75.695
-5.795,-35.2089
59.3294,18.0686
35.4676,-97.5136
40.8333,14.25
10.293,123.902
42.9016,-78.8487
41.7661,-72.6834
38.9,-6.3333
21.1606,-86.8475
32.1545,-110.8782
30.1995,-85.6004
3.0333,101.45
45.0667,7.7
43.2964,5.37
52.3667,4.8833
41.2627,-96.0522
31.8479,-106.4309
21.3294,-157.846
26.2273,-98.2471
20.5875,-100.3928
-7.12,-34.88
38.1111,13.3517
37.9161,139.0364
45.8131,15.9772
53.7997,-1.5492
34.7167,137.7333
